Carimbo de data/hora,Você é estudante da UFV em qual nível?,Marque o curso de graduação que você faz,Selecione o curso de mestrado que você faz,Selecione o curso de doutorado que você faz,Selecione o curso de pós-graduação lato-sensu (especialização) que você faz,"Em relação ao seu contato com ferramentas de Inteligência Artificial, como você se classificaria?","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [ChatGPT]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Gemini (Google)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Llama (Meta AI)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Midjourney]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [DALL-E]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Deepseek]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Outras]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para organizar e orientar meus estudos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para conferir respostas a exercícios e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Incorporo soluções fornecidas pela ferramenta aos meus trabalhos e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Emprego respostas fornecidas pela IA aos meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para orientar a busca, coleta e análise de material de estudo ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para automatizar tarefas secundárias ou braçais durante meus estudos ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Peço para a ferramenta fazer resumos de materiais que forneço a ela]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço análise de dados usando a ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para programar ou me auxiliar com programação]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para correção ou revisão de textos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para produzir imagens a serem incluídas em meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para analisar imagens que forneço à ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com matemática]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com estatística]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço apresentações de slides ou pôsteres usando a ferramenta]","Se você faz ou consegue imaginar usos que não foram contemplados na questão anterior, descreva-os aqui. Se for algo que já pratica, indique também a frequência de uso.",O que você entende por IA (Inteligência Artificial)?,"Em relação a IA e o futuro dos estudos e do trabalho, como você se sente?",Qual(is) tipo(s) de debate sobre o tema da Inteligência Artificial você gostaria de ver dentro da UFV?
27/03/2025 16:30:49,Estudante de doutorado,,,Física,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Uso corriqueiramente,Desconheço,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Com frequência,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,"IA, como o próprio nome diz, tende a ser uma ferramenta mais ""autônoma"", por assim dizer, que as demais ferramentas que são construídas para uma determinada tarefa específica. Portanto a IA deve ser algo que resolva os problemas do dia a dia de forma mais personalizada e que engloba uma gama maior de possíveis aplicações. (Uma dica para quem criou esse questionário: acho que seria interessante um espaço para darmos livremente a opinião sobre os possíveis impactos da IA na educação. Se este tópico for incluído, minha resposta seria simples e curta: se o aluno/pesquisador mandou a IA fazer por ele = ruim se o aluno/pesquisador usou a IA para auxiliá-lo = ótimo = revolucionário)","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas","Ética, Impacto na pesquisa"
27/03/2025 16:35:19,Estudante de graduação,Física (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Somente testei,Somente testei,Somente testei,Apenas ouvi falar,Sempre,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,,Máquinas que são programadas para imitar ações humanas com base em um banco de dados prévio.,Acredito que vai potencializar as habilidades e capacidades humanas,"Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 17:34:13,Estudante de doutorado,,,Ciência da Computação,,Incorporei ao meu dia-a-dia,Assino o serviço pago (se houver),Somente testei,Somente testei,Somente testei,Somente testei,Somente testei,"Uso corriqueiramente, Assino o serviço pago (se houver)",Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,,Repetidor de padrões,"Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção ampla de IA nas atividades humanas",Impacto na qualidade de ensino
27/03/2025 18:27:49,Estudante de graduação,Engenharia de Agrimensura e Cartográfica,,,,Uso corriqueiramente,Assino o serviço pago (se houver),Desconheço,Desconheço,Desconheço,Desconheço,Apenas ouvi falar,Assino o serviço pago (se houver),Nunca usei e não pretendo,Com frequência,Esporadicamente,Esporadicamente,Sempre,Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,Inteligência Artificial são ferramentas que ajudam a diminuir o trabalho que teria que ser feito à mão e também otimizar tempo ,Vejo com bons olhos a adoção ampla de IA nas atividades humanas,"Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 18:30:45,Estudante de graduação,Engenharia de Agrimensura e Cartográfica,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Desconheço,Apenas ouvi falar,Desconheço,Apenas ouvi falar,Desconheço,Com frequência,Com frequência,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Uso com frequência para analizar produtos e métodos, mostrando seus pontos bons e ruins e alternativas para eles","Um algoritmo que reúne dados da internet para pesquisar, resolver e analisar questões propostas por seu usuário, tendo uma melhor compreensão do que está sendo questionado pelo usuário.","Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança",Ética
27/03/2025 19:14:33,Estudante de graduação,História (Bacharelado/Licenciatura),,,,Uso esporadicamente,Uso corriqueiramente,"Desconheço, Apenas ouvi falar",Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,Tudo que envolve automatização de funções.,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 19:36:24,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Somente testei,Uso corriqueiramente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,,"Inteligência Artificial (IA) é a área da computação que desenvolve sistemas capazes de executar tarefas que normalmente exigiriam inteligência humana, como aprendizado, raciocínio, percepção e tomada de decisão. Isso inclui técnicas como aprendizado de máquina, redes neurais e processamento de linguagem natural. -GPT ","Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança, Minha desconfiança é total","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 20:29:56,Estudante de graduação,Ciência da Computação,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Somente testei,Uso corriqueiramente,Desconheço,Sempre,Com frequência,Esporadicamente,Esporadicamente,Com frequência,Com frequência,Com frequência,Com frequência,Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",,prefiro não opinar,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
27/03/2025 20:40:40,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Uso esporadicamente,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,"Desconheço, Apenas ouvi falar",Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,,"uma ferramenta digital, um tipo de programação que faz buscas na internet no geral e compila os resultados de acordo com o que foi perguntado.","Acredito que é algo que veio para ficar, Acredito que é uma ameaça à qualidade do aprendizado humano","Ética, Segurança e privacidade, Impacto na qualidade de ensino"
27/03/2025 23:09:18,Estudante de doutorado,,,Ciência da Computação,,Uso corriqueiramente,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Apenas ouvi falar,Apenas ouvi falar,"Nunca usei, mas tenho curiosidade",Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,Sempre,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,Utiliza dados para obter padrões. A partir desses padrões e novos dados realiza previsões.,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino"
27/03/2025 23:49:48,Estudante de graduação,Enfermagem,,,,Uso esporadicamente,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Com frequência,Esporadicamente,Com frequência,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,criar roteiros ,Uma ferramenta programada para responder e realizar tarefas baseada em sua base de dados,"Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade"
28/03/2025 08:46:13,Estudante de graduação,Engenharia Florestal,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Apenas ouvi falar,Uso corriqueiramente,Apenas ouvi falar,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Sempre,Com frequência,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Com frequência,Nunca usei e não pretendo,,"Ferramentas que utilizam de aprendizados alcançados ao longo de seu desenvolvimento e de forma contínua, para auxiliar com necessidades humanas, a fim de facilitar determinadas atividades, otimizando-as.","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Impacto na pesquisa"
30/03/2025 08:38:27,Estudante de doutorado,,,Física,,Uso esporadicamente,Somente testei,"Apenas ouvi falar, Somente testei",Apenas ouvi falar,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",,"É um ferramenta que possui um banco de dados elevado e que fornece auxílio imediato em um problema apresentado a ela. Vejo que pode ser usada tanto positiva quanto negativamente, e, infelizmente, hoje, vejo que é utilizada de forma exarcebada e erroneamente na maioria das vezes. Por isso, tenho receio pois vejo que muitos confiam em suas soluções e não há criticidade, apenas reproduzem o que elas ""respondem"". Acredito que há a necessidade de divulgar como deve ser utilizada, pois essa ignorância no uso pode ser um caminho sem volta.",Tenho receio ou medo desta tecnologia,"Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
30/03/2025 17:28:10,Estudante de mestrado (ou mestrado profissional),,Ciência da Computação,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Uso corriqueiramente,"Apenas ouvi falar, Somente testei",Somente testei,Somente testei,Desconheço,Sempre,Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade",Com frequência,Sempre,"Nunca usei, mas tenho curiosidade",Esporadicamente,Com frequência,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",,Todo algoritmo que pretende simular pensamento humano por meio de um computador.,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
01/04/2025 11:48:59,Estudante de doutorado,,,Física,,Uso corriqueiramente,Uso corriqueiramente,Uso corriqueiramente,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Uso corriqueiramente,"Somente testei, Uso corriqueiramente",Com frequência,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Com frequência,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Com frequência,Nunca usei e não pretendo,,"Uma base de dados gigantesca que interpreta a pergunta ou comando, busca na base e retorna uma resposta ou tarefa adequada (ou não).","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
02/04/2025 11:32:26,Estudante de mestrado (ou mestrado profissional),,Ciência da Computação,,,Incorporei ao meu dia-a-dia,Assino o serviço pago (se houver),Uso corriqueiramente,Somente testei,Apenas ouvi falar,Somente testei,Somente testei,Uso corriqueiramente,Com frequência,Com frequência,Com frequência,Com frequência,Esporadicamente,Sempre,Sempre,Esporadicamente,Sempre,Sempre,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,Ferramentas da computação que se inspiram no conceito de inteligência para criar soluções através de dados (experiência),"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
02/04/2025 12:09:27,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Uso corriqueiramente,Somente testei,Somente testei,Uso corriqueiramente,Uso corriqueiramente,Sempre,Sempre,Sempre,Esporadicamente,Sempre,Sempre,Sempre,Esporadicamente,Sempre,Sempre,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",,Conjunto de ferramentas utilizadas para inferir informações ,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade"
02/04/2025 14:17:44,Estudante de doutorado,,,Ciência da Computação,,Uso corriqueiramente,Assino o serviço pago (se houver),Somente testei,Somente testei,Desconheço,Apenas ouvi falar,Somente testei,Desconheço,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Com frequência,Com frequência,Sempre,Sempre,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",,"são LLMs, onde são usados algoritmos para reconhecer e gerar textos, além de trabalhar com dados de imagem e outros.","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
02/04/2025 14:58:56,Estudante de graduação,Ciência da Computação,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Somente testei,Uso corriqueiramente,Uso corriqueiramente,Sempre,Com frequência,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Com frequência,Com frequência,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Sempre,Esporadicamente,Nunca usei e não pretendo,,"Uma consciência artificial, que te responde o que ela entendeu sobre o prompt.","Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
